date;content
19/07/2025;Según mis registros desde este punto tenía pendiente, estoy escribiendo esto luego de que recuperara mi laptop, por lo que le había pasado a mi laptop, así que algunos días pueda que tengan cosas puntuales, sin mayor detalle, otros días quizá estén en blanco, pero es porque el documento lo tenía en mi computadora, no lo tenía en algún sitio en línea. 
20/07/2025;
21/07/2025;
22/07/2025;
23/07/2025;
24/07/2025;
25/07/2025;
26/07/2025;
27/07/2025;
28/07/2025;
29/07/2025;
30/07/2025;
31/07/2025;
1/08/2025;
2/08/2025;
3/08/2025;
4/08/2025;
5/08/2025;
6/08/2025;
7/08/2025;
8/08/2025;
9/08/2025;
10/08/2025;
11/08/2025;
12/08/2025;
13/08/2025;Y tenemos computadora nuevamenteee, todo lo que leiste anteriormente fueron recuerdos, tratando de poner cosas que me acordaba que pasaron ese día, pero en fin, comenzamos nuevamente con los diariooos, escrituras todos los días, mañana me toca ir a Guate y ya tenemos plancitoooo para cuando regresé. 
14/08/2025;"Hoy tocó ir a Guate, me preocupaste toda la mañana, no me respondías o dabas alguna señal de vida ;( hasta el medio día, que fue para el almuerzo supongo jajajaja al regresar ya habíamos quedado que te llevaría tu PC, pero al final solo me dijiste que no, en mi mente era no me quiere ver, porque durante el día casi no me escribió y ahora dice que ya no, también que ya no haríamos nada, que todo lo estabas diciendo en broma, al final terminamos haciendo los plancitos, avanzamos más en la película que nos quedó pendiente de la semana pasada, luego dormimoooos. "
15/08/2025;"Tocó salir tempranitooooo jajajaja por poco y me cachan los vecinoooos, luego te llevé al trabajo, que ibas HERMOSAAAAA, como me gusta verte con ese vestidoooo 🤭 es otro de mis favoritooos, pasó el día fresh, me ayudaste a ver cositas de mi tesis, luego fui por tus aguacates y luego a traerte, fuimos a buscar regalito para Gilver, que más tarde fuimos a la cena, todo tranquii, estuve a puntooo de quedarme otra vez, considero que eso hubiera sido lo mejor, porque luego te llamé y al parecer no tenías ánimos de llamada, luego simplemente me empezó a dar vueltas la cabeza y siempre viene la frase que más odio ""mira que haces"", pero bueno, la verdad no sé ni como quedamos, tu útimo mensaje fue un sticker y me quedé esperando algo a lo que te había enviado, esperemos que mañana ya esté todo bien. "
16/08/2025;Que mañana más fea, me sentí en total ignoración, sin un mensaje, sin algo, nada, aunque entrabas, yo esperando por un mensaje tuyo, pero aún así no lo recibía, luego en la tarde cuando regresas te pido vernos unos minutos y me dices que no, te digo que te acompaño a tu clase y me dices que no, aunque en la llamada de regreso todo se notaba que estaba bien, no quita el como me haya sentido, pero en fin, cerramos la noche todo bien, te amoo preciosa. 
17/08/2025;"Hoy es nuestro primer domingo sin tardecito juntos ;( que triste se siente no compartir mi tiempo contigo, cuando era de las cosas que más me gustan hacer, pasar tiempo a tu lado, hoy no se pudo, en la noche tampoco pude pasar el tiempo contigo porque me quedé a ver unas cosas del desmontado del cielo falso de la igle, pero al menos salí corrriendo a darte un abrazo y un besito así express, no sabes cuánto me elevó el ánimo eso, fue una sensación tan bonita y el abrazo lo sentí tan especial, como si hubiera pasado muchooo tiempo. "
18/08/2025;Durante la mañana todo normal, me mandas algunos videítos, yo te mando otros, todo bonito, al regresar nos vemos un ratito en la gasolinera, porque fuiste por gasolina, platicamos un rato, pero no te quiero dejar irrr, también me dices lo mismo y decidimos vernos un rato más en tu casa, le pediste permiso a tu papá y que no dijera nada, llegué estuvimos juntos un buen rato, te mostré que estaba feliz porque estaba a punto de conseguir mi meta de cash, para recuperarme, pero al final, regresé a casa, me puse a hacer unas tareas en la PC y me dieron ganas de seguir jugando, ya tenía TODO, y lo terminé perdiendo TODO.
19/08/2025;Hoy no me siento nada bien por lo que pasó anoche, no pude dormir bien, solo quiero que estés conmigo, te propuse quedada y que entraba cuando fuera a dejarte el reloj para lo de tu parcial, pero no estabas muy segura, por lo que no se terminó dando, luego saliste tarde de tu parcial, al final de cuentas no hubo quedada, pero si apoyo full en el parcial de la U, regresaste platicamos un rato. 
20/08/2025;"Hoy es un día tremendukii, nos toca pasar por primera vez a dirigir una actividad en la igle, ya bien preparados y todo para la actividad que se vieneeee, a ver que tal, al regresar de la igle, no sé que pasó, pero me estabas alejando horriblee, con una cara de asco, como que saber que cosa fuera yo, incluso me dices: ""Que exagerado, no seas así"", a partir de hoy dejaré de ser así, no es bueno limitarse, pero creo que en este aspecto lo haré, para ya no hacerte sentir así, me guardaré los sentimientos para no parecer ""exagerado"""
21/08/2025;Ahh que día, no estuve bien todo el día, algo tienes contra mí o estás molesta conmigo por algo, pero al menos dímelo, respondeme o algo, pasé el día mal, tú estuviste ocupada al parecer, aunque si en redes y Whatsapp, pero sin tiempo para mí, fui por la tarde a tu casa, quería saber que todo estaba bien, pero resulta que no, al menos así lo percibí, te noto muy extraña, como si algo fuera distinto, a pesar de que me quedé, aún así en la noche sentía extraño el ambiente, como que no me quisieras ahí. 
22/08/2025;Día ya mejor, amanecí contigo y eso fue shido, estuvo bonito, siempre dormir contigo es algo bien bonito y reconfortante, durante el día todo tranquilo considero yo, te noto un poco extraña, como diferente, pero no quiero preguntar, porque si lo hago, puedo generar algún problema, por la noche hiciste mi pastelito 🤭 ya no puedo esperar al domingo para probarloooooo, te amo tantooo preciosa. 
23/08/2025;"Escribo temprano y más tarde lo volveré a hacer, solo quiero resaltar tu estado de ""la vida no te esta tratando bien"", considero que eso es lo que te ha hecho estar como diferente, quiero preguntarte y saber más a detalle, pero tu respuesta fue todo bien, te veo y noto en tus ojos que no es así, quieroooo insistir, pero me veré mal, así que esperemos y a ver que sucede, bueno la verdad aún no sé que tengas, pero algo tienes, no me quisiste ver, aunque insisto e insisto en que tengamos algún momento, pues al parecer tu no quieres, me dolió y no te lo dije, pero tuviste el tiempo, saliste sola (eso esta bien), pero después de decirme que no podrías verme, no sé me dejó mal, no me siento nada bien, lo malo es que mañana es mi celebración de cumple y la verdad tampoco sé como me vaya a sentir mañana, ahhgggg, porque tengo que depender tanto emocionalmente de tu trato. <br>Odio que seas tan seca conmigo, tan cortante, hasta parece que ya no te importo, pero bueno, cosas que no diré, porque pareceré exagerado. "
24/08/2025;Dominical como día normalito en domingo, perooo hoy hay celebración de cumple, que ibas preciosaaa con vestido naranja, cabe destacar que hoy me tocó hacerte el peinadooooo, los colochitooos, luego nos fuimos al party, estuvo tranqui, fresh, luego cuando te fui a dejar, surgió la idea de quedarme y pues por supuesto que sí jajaja fuimos a dejar el carro de José a su trabajo y luego de ello caminamos hacia tu casa, entré y la pasamos bonito, amo mucho el tiempo contigo, aunque al siguiente día toque madrugar jajajaja TE AMOOOOOOOOOOOOOOO aunque luego nos quitó el sueño el mensaje de tu compadre esteban sobre que posiblemente nos iban a regañar.
25/08/2025;Comienza el día con madrugada jajaja cambiamos el quedada y luego café, por quedada y luego madrugada jajajajaja pero bonito bonito, hoy estuvo fresh, aunque contigo comienza la okra y una nueva temporada en el trabajo jajajaja nos vimos un ratito al regresar del trabajo y luego me quedé platicando un rato con tu papá jajaja aunque solo iba a decir adiós, terminé conversando un buen tiempo. 
26/08/2025;CUMPLEAÑOOOOS, que bonito despertar con tu mensaje de felicitaciones, hoy la pasé tranqui, esperando con ansias tu sorpresa de la noche, que debo decir me ENCANTOOO, no esperaba para nada el pastelito, y amo que el detalle que tuviste conmigo, quizá no te lo dije, pero realmente gracias por hacer algo especial para mí y por hacerme sentir especial también, te amo en gran manera y espero pasar más cumpleaños a tu lado. 
27/08/2025;Hoy me tocó ir a la actividad recreativa, tuvimos el plan de que me llevarías y luego me irías a traer, para que yo no fuera hasta Guate, en la mañana todo estuvo de lo mejor, te envié muchos vídeos, besitos y de todo, pero me sentía muy ignorado o como que estabas distinta y justamente cuando llegaste por mí lo noté, te pedí un besito y simplemente al cachete, aunque al inicio ni querías, estuvo feo el camino, nadaaaaa comparado a la mañana, debo decir que estuvo complicado todo, llegué platicamos y pensé que ya todo estaba mejor, pero resultó que luego vi la historia y no sé, eso me hizo sentir mal de alguna manera, como que algo mío ya no era mío, después al exponer mis sentimientos tu reacción fue mejor ya no escribo y pues me quedé así todo el tiempo, en fin terminó el día.
28/08/2025;Mientras revisaba mi PC me di cuenta que no tenía la memoria RAM completa como debería de tenerla y tocó escribirles, platicamos de todo un poco, ya mejor, quise llevarte mañana al trabajo, era mi excusa para vernos un rato, pero al final no se pudo, estamos en un momento en el que todo puedo irse para abajo con un mensaje un comentario o algo por el estilo, complicada la vuelta.
29/08/2025;Hoy fui a ver lo de mi PC y resulta que estaba mal conectada, te fui a ver un rato al regresar del trabajo, resulta que no casualidades te volvió a escribir, todo porque viste su historia de insta y pues que raro porque borró los mensajes después de eso, hoy hay quedaaaaaaaa, aunque yo no te molestaré porque debes terminar tu tarea de pestañas, aunque eso pensaba antes de que yo terminara siendo tu modelo y luego final feliz 🤭 jajajaja así si da gusto que practiques conmigooooooooooooooo JAJAJAJ
30/08/2025;Hoy tienes tu primera práctica con tu mamá, le pusiste pestañitas cortas, en mi caso me quedé haciendo full limpieza en mi cuevita sacando de todo, hasta acá mi reporte del día de hoy, fue corto porque estuvimos más enfocados en otras áreas.
31/08/2025;Hoy es el cierre de la actividad del mes de la Biblia, un ratito contigo después del servicio y luego me quedé haciendo mi capitulo 2 de la tesis, full tarea el día de hoy, en la noche ibas HERMOOOOOOOOOSAAAAAAAAAA con ese vestido azul, enserio HERMOSAAAA, no sabes que tan BELLA te mirabas, como me ENCANTAAAAS. 
1/09/2025;Comienzan tus semanas fuertes de trabajo por los inicios de cierres de okra :o hoy fue un día normalillo, cada quien en su trabajo, yo enfocado en estar haciendo un programita para hacer preguntas fácilmente, en la tarde hiciste un día de limpieza extrema, hasta encontraste el anillo mío jajajaja luego hablamos de que fuera a verte de manera express y terminó siendo quedada ajjajaja que bonitooo es todo contigooo
2/09/2025;Hoy fue día de lluvia, ya no pudiste ir a la U por la lluvia, por lo que termianmos en noche de juegos, me ganaste en parchis ajjaja pero te gané en UNO, luego nos pasamos a Among Us, todo bastante bonito, siendo algo fuera de la rutina tradicional. 
3/09/2025;"Siguen los días de lluvia, solo que esta vez si esperaste a que se quitara o bajara un poco, posterior a ello yo estuve malillo durante el día y solo quería verte, que te desviaras un ratito y me dieras un abrazo, pero pues no fue posible ;( tristemente, subiste a la tienda y ahí estuviste hoy, en la noche llamadita."
4/09/2025;"Sigo malo ;( con cero ganas de algo, únicamente de descansar, se me antojaron unas papitas de mostaza-miel, las tuve que pedir a mi hermana que había salido, tú estuviste ocupada durante el trabajo, hasta la tarde pudimos hablar un poco y luego en la noche al regresar, estaba feliz pensando que mañana te llevaría al trabajo, pero pues nope, terminamos hablando en llamadita, viendo tiktoks y reels. "
5/09/2025;"Mañana es día de ir a clase de pestañas y si te voy a acompaaañaaaar, que bonito, que bonitooo jajaja hoy quería verte y no se pudo ;( ya una semana sin verte, en la noche tuviste clases y no hubo oportunidad de vernos, posteriormente llamadita y full fotos de cosos de temu jajaja terminamos haciendo el pedido de estuches y demás cositas, como ligero spoileeer, lo que pediste cuando venga te lo voy a regalar, no te cobraré bebé jajaja pero no lo sabes. "
6/09/2025;Inicia la mañana, ambos trabajando, pero sabiendo que más tarde nos vamooos a veeer, que bonito, que bonitoooo, luego el viaje, musiquita y los dos juntitos, terminé yendo con mi amigo mientras estabas en tu clase y así me di la vuelta, luego regresamos y pasamos por un cafecito, quisimos probar alguna cosa típica y la verdad que no estaba shido mi frape de arroz con leche, no sabía a nadaaaa, pero el pastelito de zanahoria sí jajaja terminamos con llamadita y juego de UNO.
7/09/2025;Iniciamos con dominical, todo tranquilin, elegiste hacer mole para el día de típico y vamos a COCINARLO, eso me emocionaaa jajajaja luego pasamos un tiempito juntos, me retiré, pero luego en la noche volví a ir contigo, debo decir que si me molestó e incomodó bastante el regalito, no tanto por el hecho de darlo, sino como cambio tu semblante y la full atención que le estabas poniendo a ese, me cae mal, me notaron serio, por eso mismo cambié, igual te había dicho que te lo explicaría al momento de irme, cosa que así fue y sale un poco lo sentimental, prometo darte todo lo que pueda. 
8/09/2025;Que bonito es quedarme contigo, el día trasncurrió con normalidad, pero por la tarde costó bastante la entrada jajaja tuve que ir a darme una vueltita (casi 2 horas) mientras esperaba la oportunidad para entrar contigo, pero luego estuvo shido todo, pasaron cositas, luego platicamos sobre lo que hemos pasado, como somos tan únicos y al final recordamos que justo hace dos años fue la primera vez que me quedé por obligación por así decirlo, el 06 del 2024, también platicamos sobre como todo fluye también porque somos nosotros, porque para mí eres tú y para ti soy yo.
9/09/2025;Hoy se puso potente tu trabajo, hicieron un cambio que solo te cargó de más trabajooooo, un cambio de cosos que tienes que hacer varios movimientos, a ver que tal te vaaa mi amor, en otras cosas hoy tienes una capacitación en la U y quedamos en ir juntos, bueno, yo voy a la U de compañia, mientras estás en tu capacitación, terminó la vuelta, fuimos por unas tortas para llevar porque hoy me vuelvooo a quedar contigooo preciosaaaa. 
10/09/2025;Hoy te salió una publicación de una casa bien bonita, que en verdad estaba bonita, pero el precio que elevado estaba, no podríamos con algo así, con 7K mensuales por 30 años, mientras avanzo el día estuvimos compartiendo varias publis de facebook, luego de ello regresaste de tu trabajo y no había llegado tu papá para preguntar por el permiso de mañana al cine, pero terminé yendo a quedarme jajajaja vamoos bieeen preciosa 3/3 hoy 🤭
11/09/2025;Estuvimos toda la mañana pensando en como decirle a tu papá para el permiso de ver la peli a las 9:00 p.m. pero al final terminamos yendo a las 6:00 p.m. la verdad me sabe mal que perdieras tu clase por la asistencia, pero al final fuimos a esa función, te propuse quedarme, pero ya no quisiste jajaja tenía el plan full en mi cabeza, terminamos haciendo un coso para la participación de Oliver, considero que quedó bastante bien y shido. 
12/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
13/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
14/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
15/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
16/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
17/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
18/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
19/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
20/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
21/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
22/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
23/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
24/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
25/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
26/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
27/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
28/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
29/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
30/09/2025;No he estado de ánimo al 100 para apuntar, mis emociones andan rarillas. Escribo esto hasta el 01 de octubre.
1/10/2025;Comienza el día, todo bastante tranqui y fresh, al parecer no tuviste un buen dia en el trabajo, luego fuimos a la igle, todo tranqui durante el servicio hasta que te llamó el pastor, solo te dijo que te fueras a sentar, pero realmente lo sentiste mucho, estuve ahí como apoyo a ti, pero ya en la noche no quisiste nada, espero te haya gustado el regalito, feliz día del niño a mi niña hermosaaa, la princesa es precisamente porque es de la que hemos visto que coincide como nuestra historia, ya no te pude contar que justamente era la última que había en el estante y todo apuntaba a que esa debía de ser. 
2/10/2025;El día estuvo bien extraño considero yo, no sé si realmente sea por lo que sucedió ayer, pero te noto distinta, como que algo estuviera pasando, por la noche te dije que si nos podíamos ver aunque sea un ratito, pero no fue posible, la verdad no sé, pero si considero que algo está pasando. 
3/10/2025;Hoy continuó el día así como ayer, la diferencia radica en la noche, si bien al inicio me habías dicho que no querias quedada, luego de seguirte preguntando se pudo, ya platicaste conmigo sobre como te sentías en su totalidad y pues considero que todo estuvo mucho mejor, las cosas estuvieron distintas y ya te notaba un poquito más relajada, si bien, no al 100%, pero si un poco menos, recuerda que siempre estoy para apoyarte mi cielito lindo, te amoooo. 
4/10/2025;Un sabadito fresh, ya todo mejor a mi parecer, aunque al medio día me sentí un poquito extraño cuando me dijiste que no nos veríamos, incluso cuando te pedí acompañamiento a ver la piñata de manaña tampoco, expresé mi sentir, también tú el tuyo, tienes toda la razón y creo que no te estada entendiendo ni comprendiendo bien, quedamos fresh y bien mi amor, luego me escribiste que a qué hora iría y te dije que de una vez, terminamos yendo por la piñata y más tarde cada quien a su casita, me trajé tus llaves jajaja en fin nos vimos en la tarde y puedo decir que estuvimos bien, acostaditos bien live de ventas jaajajja en la noche fuimos a comprar comidita y al regresar vimos mi pobre angelito, un día bastante bonito ya me fui tarde y con lluvia jajaja pero not problem, me gusta estar contigo, mañana iremos a Guateeeeeeeeeeeeeeeeeeeee, al final si te acompañaré
5/10/2025;Comienza un domingo atípico porque no nos sentamos juntos en dominical :o pero luego estaremos juntos, fuimos a Guate, vimos tus cosos de pestañas, me regalaste el funko de MESSIIIIIIIIIIIIII, gracias por todo mi amooor, te amooo muchoooo, posterior a eso regresamos a tu casa, yo me fui a la iglesia y tú te quedaste haciendo limpieza, regresé y armamos el plan de quedada, por un momento pasó la idea de que como tu papá dijo que fueramos a comer donde estuvieron los peluches yo dijera que ya me iba y tú me dejabas tus llaves para entrar, pero al final fue como siempre jajaj entrar cuando ya no había nadie y siempre es bonito quedarme contigoooo, incluso me dijiste que mañana nuevamenteeeeeeee, te dije que me dolian un poco los pies y me terminaste dando un masaje 🥹 amo cada detalle tuyo y atención que me brindas mi amor
6/10/2025;Comenzamos la semana tú con bastante trabajo por todos los cambios, pasó un día tradicional considero yo, cada quién en sus cosas, pero sabiendo que nos veremos en la nocheeeeee, segundo día de mimir juntoooos, enserio que me gusta mucho, comidas comida china y continuamos viendo la casa de papel. 
7/10/2025;Hoy no tengo mucho que destacar, más que el detalle que tenemos de empezar a bajar de peso, bueno, más que todo de talla jaajaja para que te quede tu pantalón, posterior a eso mimida nuevamente, ya tres días, que bonitoooo se sienteeeee, amo estar contigooooo
8/10/2025;"Hoy la salida estuvo interesante, porque salimos mientras tu papá estaba en el baño :o nos terminamos asustando por un ratito, pero al final se pudo, por un momento se dudó porque vimos movimiento jajajaja el día fue muy normalito, aunque yo perdiendo copas en Royale, necesito llegar a las 3000, tú con más trabajo por los cambios, en fin, hoy no hubo quedada ;( al parecer lo máximo que llegamos son 3 días seguidos 🫠"
9/10/2025;El día de hoy se dio la mala noticia del fallecimiento de tu tío, por la noche estuvimos dando vueltas sobre precios de traslado, flores y demás cosas, luego de eso me quedé contigo en el suelo, yo lo puedo considerar como una quedada más jajaja 4 días en rachaaa mi amor, vamos bien. 
10/10/2025;Hoy no pude acompañar en el entierro porque tenía chambita por hacer, pero si llegué por la tarde, te llevé tu lámpara para ya tener todo listo y así ordenar, vamos por el día 5 de quedada, como iba a bajar tu tio también optamos por bajar primero nosotros y así luego de una vez quedarme dentro y decir que ya me había ido jajajja toda una odisea, pero vamos bien en racha hasta ahora :o 
11/10/2025;Comenzaamos el día juntooos, nuevo mes juntos también, para hoy puedo destacar que armamos todo tu equipo que usarás para las pestañas, si nos llevó un tiempecito la verdad :o pero se logró armar, también tu mamá estaba arreglando su cuarto, movimos su ropero y todo fresh, luego de un agotado día, nada mejor que dormir a tu lado 🤭 hoy ya completamos la semanaaaa, ya solo esperar a mañana. 
12/10/2025;Te quedasteeee dormidaaa y llegaste justo a la hora de dominical :o luego de ello pasamos la tardecita juntooos, me quedé dormido por primera vez en la tienda 😵‍💫 luego de eso en la noche ibamos a hacer crepas, me acompañaste por mi playera del Barcelona, pero pues ya estaba cerrado jajajaj más tarde hicimos las crepas, pasaron cositas con tu papá, terminamos hablando ya bien tarde junto a tu mamá. 
13/10/2025;Hoy estuvo el dia en temas de platica durante el día normalillo, aunque me quedé dormido y ya no dí mi primera clase jajajaja por la noche fui a quedarme contigooooo, pasaron cosillas, disgustos y luego nos contentamos nuevamente, para serte sincero yo considero que hoy ha sido la noche mas intensa que hemos tenido, hablando del tema de lo que hacemos :o 
14/10/2025;Que susto la salida de hoy, nos volvimos a quedar dormidos después de las alarmas 😵‍💫 seguimos en racha, todo por conseguir esta segunda semana jajajaja estuviste bien ocupada en el trabajo, no hablamos mucho, en la noche te fuiste a la U, toda una odisea para conseguir la comida jajaja la pedí, pero no venía a tiempo y así, en fin, dormimos tranquilitos y a todo esto, gano Guate ajjaja
15/10/2025;Hoy trabajaste mucho, mensaje en la mañana y luego hasta la salidaaaa, pero en fin, no querías que llegara a quedarme porque estaba lloviendo, pero pues la lluvia no nos va a deteneeeer, me gusta mucho pasar mis noches a tu lado, acostadito, al final si se pudooo, seguimos con la serie.
16/10/2025;Nuevamente día de mucho trabajo, fue igual al día de ayer con pocos mensajes, pero luego hay quedaditaaaa y eso me gusta, aunque hoy fuiste a la U y me quedé solito un rato :) pero al regresar ya estaba esperandoteeeee jajaja amo estar contigoooo. 
17/10/2025;Hoy estuviste un poco más libre, me enviaste muchos tiktoks para veeer eso  me gusta, fui a comprar unos poporopos para más tarde y así continuar viendo la serie comiendo alguitooooo, seguimos en racha de quedadas y que bonito el tiempooo contigooo, amo todo todo. 
18/10/2025;Salí temprano como siempre y me tocó quemar cuetes por el cumple de mi prima, por la mañana tiktoks y reels entre nosotros, me habías dicho que querías un día de descanso de no vernos, pero igual te volví a preguntar a medio día jajaja llegué por la tardecita, aunque tengo plan para la noche con los cuates, tomamos ponche, hicimos tu página de instagram para las pestañas, pensamos el nombre, logo, descripción y todo lo que era necesario. 
19/10/2025;Voy full desvelado, dormí poquitooo, al salir de la igle fuimos a comprar un par de cosas, ricitos y varias cosas para la tienda, en la tarde tuviste tu primer trabajo de pestañaaas y yo fui a dejar mi moto a la casa para que no hubiera problema más tarde con la quedada, ya habíamos dicho que sí, pero al final por la hora me dijiste que no, que ibas a dormir, pasaron cositas, disgustos, pero al final si se dio porque ya habíamos dicho que despertaríamos tarde, aprovechando el descanso. 
20/10/2025;Día de descansooo, salí durante la mañana porque haríamos tacos de tripa, fuimos a comprar todo al mercado y luego que gran trabajo conllevo hacerlos 😵‍💫 el limpiarlos jajaaj pero al final quedaron bastante ricoos, posterior a ellos me hiciste sentir un poco mal, tu mamá me vio llorando 😵‍💫 pero bueno, después de todo eso quedó bastante bien, fuimos a suma, hicimos las mandarinas con pepita y terminé quedandome nuevamente para continuar con la rachaaaaa. 
21/10/2025;Hoy me tocó ir a Guate, saliendo de dormir contigo, directo a bañarme, cambiarme y listo para emprender ruta, hablamos fresh durante el día, aunque te noto medio rara, pero ya no preguntó porque sino a veces se empeora, por la tarde al parecer ya no quieres que me quede contigo y estoy pensando que quizá ya te estoy cansando, me preocupa, porque pienso si al casarnos va a pasar algo similar, a todo esto al regresar te volví a preguntar y se dio, aunque hoy fue directamente a dormir, llegué, nos cambiamos, dormimos, despertamos un ratito y seguimos durmiendo, destaco que amo la posttura en que dormimos.
22/10/2025;Que puedo decir de hoy, tu estuvimos ocupada en el trabajo, por la noche seguimos en racha, pero pues luego tuvimos una plática incomoda en cierto punto, la verdad no sé como reaccionar ante esa situación y solamente pasa por mi mente que te voy a perder, pasé tiempo pensando en todo eso y solo pienso en saber si llegaras a leer este diario. 
23/10/2025;Se me olvidó apuntar, he estado full contigo. 
24/10/2025;Se me olvidó apuntar, he estado full contigo. 
25/10/2025;Se me olvidó apuntar, he estado full contigo. 
26/10/2025;Se me olvidó apuntar, he estado full contigo. 
27/10/2025;Se me olvidó apuntar, he estado full contigo. 
28/10/2025;Se me olvidó apuntar, he estado full contigo. 
29/10/2025;Se me olvidó apuntar, he estado full contigo. 
30/10/2025;Se me olvidó apuntar, he estado full contigo. 
31/10/2025;Seguimos en racha de quedadas, hoy todo iba de maravilla, estabamos jugando Verdad-Reto y todo estaba bonito, hasta que llegó el tiempo de comer, por crear tu segunda cuenta de WA, terminó pasando un desastre, perdoname por lo que sucedió, realmente perdón, también mi actitud no fue para nada la correcta, pero muy tarde me di cuenta, ya cuando todo había sucedido y cuando ya había actuado. 
1/11/2025;La mañana estuvo complicadilla, ya teníamos nuestro desayuno pensado, pero de igual forma los primeros minutos estuvieron incómodos, después de eso, empezó todo a cambiar, platicamos, arreglamos, luego subimosa volar barrilete, la verdad estuvo alegre jajaja más como bajamos a Oliver jajaja luego mimida, para seguir junto a tiiii
2/11/2025;Seguimos con un día completo a tu lado, almuercito a tu lado, luego en la noche pusimos tu árbolito, tuvimos quedada también jajaja aunque hubo nervios porque salió la cabeza a ver por tronar una bomba jajaja pero se pudoooo. 
3/11/2025;Resumen: Día de mimir juntitos (No apunté el mero día, lo estoy haciendo después)
4/11/2025;Resumen: Día de mimir juntitos (No apunté el mero día, lo estoy haciendo después)
5/11/2025;Día de participación en dominical, todo salió bastante bien, regresamos a tu casa y platicamos un ratito, también abriste el rótulo para tu salón, espero que te haya gustadooooo. 
6/11/2025;Resumen: Día de mimir juntitos (No apunté el mero día, lo estoy haciendo después)
7/11/2025;Resumen: Día de mimir juntitos (No apunté el mero día, lo estoy haciendo después)
8/11/2025;Hoy llevé el jueguito de sequence, nos enviciamos jugando jajaja que bajamos de la tienda ya hasta las 9:30 maso y hoy llevé mi moto a su escondite para regresar a quedarme, se supone iría con mis panas, pero prefiero mil veces estar contigooooo. 
9/11/2025;Mañana de dominical y en la tarde me tuve que retirar por algunos motivos con mi hermana, aunque eso no quitó que corriendo llegará después de que tú regresaras de cenar por el cierre de pénsum de tu hermano.
10/11/2025;Amanecimos juntitooos, estos días de mucho frío, realmente es bonito dormir contigoooo, hoy salí a medio día junto a ti para ir a tu entrevista de trabajo y hoy pedirás tus vacas después, ojalá se de para ir a la playa, aunque pregunté fue un rotundo NO la respuesta, me deja medio mal porque no puedo hacer planes lejos contigo, pero ni modo, en su momento podremos, al regresar pues día para mimir contigoooooo. 
11/11/2025;Día completoooo contigooo, desde la mañana hasta la nocheeee, pasamos el día viendo lo de tu vacante laboral jaja bueno, la mañana, por la tarde serie y comidita, apapachos y mucho amor entre nosotros. 
12/11/2025;Hoooy es tu cumpleañoooos y que bonito amanecer junto a tiii, poder decirte feliz cumpleaños justo a las 12 y en personaaaa jajaja con nervios por como me escondería en el ropero, que locuraaaas las nuestraaaaaaaaaaaaaaaaaaaaaaaaas, pero se pudo, por la tarde a seguir jugando sequence y luego comidita, algunos disgustos, yo espero que hayan sido solucionados, de verdad perdón, voy a estar tratando de mejorar ese aspecto de mi vida, para ser una mejor persona para ti, te amo. 
13/11/2025;Al llegar temprano contigo, aprovechando que estás de descanso y así pasar un ratito acostaditos y viendo pelis, me recibiste con una cara de pocos amigos, después me querías lejos, te bañaste, luego hablamos un poco sobre lo sucedido ayer, quedamos bien y ya todo mejor, seguimos viendo la serie, que ya nos quedan pocos episodios por ver, estamos en la última temporada, que por cierto, hoy me quedé en la noche también, jugó Guate y si tenía la esperanza de que ganaran, pero pueees nooooo jajaja
14/11/2025;La pasamoos bieeen estando juntos. 
